Series_Title,Released_Year,IMDB_Rating,Genre,Overview,Actors
In the Name of the Father,1994,7.9,Drama,"A small time thief from Belfast, Gerry Conlon, is falsely implicated in the IRA bombing of a pub that kills several people while he is in London. He and his four friends are coerced by British police into confessing their guilt. Gerry's father and other relatives in London are also implicated in the crime. He spends fifteen years in prison with his father trying to prove his innocence.","Daniel Day-Lewis, Gerry Conlon, Pete Postlethwaite, Giuseppe Conlon, Emma Thompson, Gareth Peirce, John Lynch, Paul Hill, Corin Redgrave, Robert Dixon, Beatie Edney, Carole Richardson, John Benfield, Chief PO Barker, Paterson Joseph, Benbay, Marie Jones, Sarah Conlon"
City Lights,1931,8.3,"Comedy, Romance","In this sound-era silent film, a tramp falls in love with a beautiful blind flower seller.","Charlie Chaplin, Tramp, Virginia Cherrill, A Blind Girl, Harry Myers, An Eccentric Millionaire, Al Ernest Garcia, The Millionaire's Butler James, Hank Mann, A Prizefighter, Albert Austin, Street Sweeper / Burglar (uncredited), Eddie Baker, Boxing Fight Referee (uncredited), Henry Bergman, Mayor / Blind Girl's Downstairs Neighbor (uncredited), Buster Brodie, Bald Party Guest (uncredited)"
Sense and Sensibility,1996,7.5,"Drama, Romance","Based on Jane Austen's classic novel of the Dashwood sisters, sensible Elinor and passionate Marianne, whose chances at marriage seem doomed by their family's sudden loss of fortune.  When Henry Dashwood dies unexpectedly, his estate must pass on by law to his son from his first marriage, John and wife Fanny. But these circumstances leave Mr. Dashwood's current wife, and daughters Elinor, Marianne and Margaret, without a home and with barely enough money to live on. As Elinor and Marianne struggle to find romantic fulfillment in a society obsessed with financial and social status, they must learn to mix sense with sensibility in their dealings with both money and men.","Emma Thompson, Elinor Dashwood, Kate Winslet, Marianne Dashwood, Alan Rickman, Colonel Christopher Brandon, Hugh Grant, Edward Ferrars, Gemma Jones, Mrs. Dashwood, Greg Wise, John Willoughby, Elizabeth Spriggs, Mrs. Jennings, Imogen Stubbs, Lucy Steele, Harriet Walter, Fanny Ferrars Dashwood"
Midnight Express,1978,7.5,"Drama, Crime","Billy Hayes is caught attempting to smuggle drugs out of Turkey. The Turkish courts decide to make an example of him, sentencing him to more than 30 years in prison. Hayes has two opportunities for release: the appeals made by his lawyer, his family, and the American government, or the ""Midnight Express"".","Brad Davis, Billy Hayes, Irene Miracle, Susan, Bo Hopkins, Tex, Paolo Bonacelli, Rifki, Paul L. Smith, Hamidou, Randy Quaid, Jimmy Booth, Norbert Weisser, Erich, John Hurt, Max, Mike Kellin, Mr. Hayes"
Sabrina,2018,5.4,"Horror, Thriller","Maira lives happily with Aiden, a doll maker and toy company owner. But Vanya, their adopted daughter and Aiden's niece, is still dealing with the loss of her birth mother. After Vanya plays Charlie's Pencil to summon her late mother, strange things begin to happen.","Luna Maya, Maira, Christian Sugiono, Aiden, Sara Wijayanto, Bu Laras, Demian Aditya, Dedi, Asri Handayani, Andini, Rizky Hanggono, Arka, Richelle Georgette Skornicki, Vanya, Jeremy Thomas, Raynard, Imelda, Bi Nur"
Dog Day Afternoon,1975,7.8,"Crime, Drama, Thriller","Based on the true story of would-be Brooklyn bank robbers John Wojtowicz and Salvatore Naturale. Sonny and Sal attempt a bank heist which quickly turns sour and escalates into a hostage situation and stand-off with the police. As Sonny's motives for the robbery are slowly revealed and things become more complicated, the heist turns into a media circus.","Al Pacino, Sonny Wortzik, John Cazale, Salvatore 'Sal' Naturile, Charles Durning, Det. Sgt. Eugene Moretti, Chris Sarandon, Leon Shermer, James Broderick, Agent Sheldon, William Bogert, TV Anchorman, Penelope Allen, Sylvia 'Mouth', Sully Boyar, Mulvaney, Beulah Garrick, Margaret"
Annie Hall,1977,7.8,"Comedy, Drama, Romance",New York comedian Alvy Singer falls in love with the ditsy Annie Hall.,"Woody Allen, Alvy Singer, Diane Keaton, Annie Hall, Tony Roberts, Rob, Carol Kane, Allison, Paul Simon, Tony Lacey, Shelley Duvall, Pam, Janet Margolin, Robin, Colleen Dewhurst, Mrs. Hall, Christopher Walken, Duane Hall"
The Gold Rush,1976,8.0,"Adventure, Comedy, Drama",A gold prospector in Alaska struggles to survive the elements and win the heart of a dance hall girl.,"Charlie Chaplin, The Lone Prospector, Georgia Hale, Georgia, Mack Swain, Big Jim McKay, Tom Murray, Black Larsen, Henry Bergman, Hank Curtis, Malcolm Waite, Jack Cameron, Harry Arras, Man in Dance Hall (uncredited), James Dime, Man in Dance Hall (uncredited), Charles Force, Man in Dance Hall (uncredited)"
What We Do in the Shadows,2014,7.6,"Comedy, Horror",Vampire housemates try to cope with the complexities of modern life and show a newly turned hipster some of the perks of being undead.,"Taika Waititi, Viago, Jemaine Clement, Vladislav, Jonny Brugh, Deacon, Cori Gonzalez-Macuer, Nick, Stu Rutherford, Stu, Ben Fransham, Petyr, Jackie van Beek, Jackie, Elena Stejko, Pauline (The Beast), Jason Hoyte, Julian"
Dangal,2016,8.0,"Drama, Family, Comedy, Action","Dangal is an extraordinary true story based on the life of Mahavir Singh and his two daughters, Geeta and Babita Phogat. The film traces the inspirational journey of a father who trains his daughters to become world class wrestlers.","Aamir Khan, Mahavir Singh Phogat, Fatima Sana Shaikh, Geeta Phogat, Sanya Malhotra, Babita Kumari, Sakshi Tanwar, Daya Kaur, Aparshakti Khurana, Omkar, Zaira Wasim, Young Geeta, Suhani Bhatnagar, Young Babita, Girish Kulkarni, Coach Pramod Kadam, Vivan Bhatena, Harkinder"
Short Cuts,1993,7.2,"Comedy, Drama","Many loosely connected characters cross paths in this film, based on the stories of Raymond Carver. Waitress Doreen Piggot accidentally runs into a boy with her car. Soon after walking away, the child lapses into a coma. While at the hospital, the boy's grandfather tells his son, Howard, about his past affairs. Meanwhile, a baker starts harassing the family when they fail to pick up the boy's birthday cake.","Andie MacDowell, Ann Finnigan, Bruce Davison, Howard Finnigan, Jack Lemmon, Paul Finnigan, Zane Cassidy, Casey Finnigan, Julianne Moore, Marian Wyman, Matthew Modine, Dr. Ralph Wyman, Anne Archer, Claire Kane, Fred Ward, Stuart Kane, Jennifer Jason Leigh, Lois Kaiser"
Guess Who's Coming to Dinner,1968,7.6,"Drama, Comedy",A couple's attitudes are challenged when their daughter brings home a fiancé who is black.,"Katharine Houghton, Joanna ""Joey"" Drayton, Sidney Poitier, John Prentice, Katharine Hepburn, Christina Drayton, Spencer Tracy, Matt Drayton, Cecil Kellaway, Monsignor Ryan, Beah Richards, Mrs. Prentice, Roy Glenn, Mr. Prentice, Isabel Sanford, Tillie, Virginia Christine, Hilary St. George"
Stagecoach,1939,7.7,"Western, Adventure, Action, Drama, Romance","A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo, and learn something about each other in the process.","John Wayne, The Ringo Kid, Claire Trevor, Dallas, Andy Devine, Buck, John Carradine, Hatfield, Thomas Mitchell, Doc Josiah Boone, Louise Platt, Lucy Mallory, George Bancroft, Marshal Curly Wilcox, Donald Meek, Samuel Peacock, Berton Churchill, Ellsworth H. Gatewood"
The Muppet Movie,1979,7.1,"Comedy, Adventure, Music, Family",A Hollywood agent persuades Kermit the Frog to pursue a career in Hollywood. On his way there he meets his future muppet crew while being chased by the desperate owner of a frog-leg restaurant!,"Jim Henson, Kermit the Frog / Rowlf / Dr. Teeth / Waldorf / Doc Hopper's Men / Link Hogthrob / Swedish Chef (voice), Frank Oz, Miss Piggy / Fozzie Bear / Animal / Sam the Eagle / Doc Hopper's Men / Marvin Suggs / Swedish Chef (hands) / Motorcycle Guy (voice), Jerry Nelson, Floyd Pepper / Robin the Frog / Crazy Harry / Lew Zealand / Camilla / Dr. Bunsen Honeydew (assistant) (voice), Richard Hunt, Scooter / Statler / Janice / Sweetums / Beaker / Fozzie Bear (assistant) (voice), Dave Goelz, The Great Gonzo / Dr. Bunsen Honeydew / Zoot / Doglion / Iraqian in El Sleezo Cafe / Pig (voice), Charles Durning, Doc Hopper, Austin Pendleton, Max, Edgar Bergen, Himself / Charlie McCarthy (voice), Milton Berle, Mad Man Mooney"
The Artist,2011,7.4,"Drama, Comedy, Romance","Hollywood, 1927: As silent movie star George Valentin wonders if the arrival of talking pictures will cause him to fade into oblivion, he sparks with Peppy Miller, a young dancer set for a big break.","Jean Dujardin, George Valentin, Bérénice Bejo, Peppy Miller, John Goodman, Al Zimmer, James Cromwell, Clifton, Penelope Ann Miller, Doris, Missi Pyle, Constance, Beth Grant, Peppy's Maid, Ed Lauter, Peppy's Butler, Joel Murray, Policeman Fire"
Serpico,1974,7.5,"Crime, History, Drama","Frank Serpico is an idealistic New York City cop who refuses to take bribes, unlike the rest of the force. His actions get Frank shunned by the other officers, and often placed in dangerous situations by his partners. When his superiors ignore Frank's accusations of corruption, he decides to go public with the allegations. Although this causes the Knapp Commission to investigate his claims, Frank has also placed a target on himself.","Al Pacino, Officer Frank Serpico, John Randolph, Sidney Green, Jack Kehoe, Tom Keough, Biff McGuire, Captain McClain, Barbara Eda-Young, Laurie, Cornelia Sharpe, Leslie Lane, Tony Roberts, Bob Blair, John Medici, Pasquale, Allan Rich, D. A. Tauber"
JFK,1992,7.6,"Drama, Thriller, History",Follows the investigation into the assassination of President John F. Kennedy led by New Orleans district attorney Jim Garrison.,"Kevin Costner, Jim Garrison, Tommy Lee Jones, Clay Shaw / Clay Bertrand, Gary Oldman, Lee Harvey Oswald, Kevin Bacon, Willie O'Keefe, Michael Rooker, Bill Broussard, Jack Lemmon, Jack Martin, Laurie Metcalf, Susie Cox, Sissy Spacek, Liz Garrison, Joe Pesci, David Ferrie"
The Big Sleep,1946,7.7,"Crime, Mystery, Thriller","Private Investigator Philip Marlowe is hired by wealthy General Sternwood regarding a matter involving his youngest daughter Carmen. Before the complex case is over, Marlowe sees murder, blackmail, deception, and what might be love.","Humphrey Bogart, Philip Marlowe, Lauren Bacall, Vivian Sternwood Rutledge, John Ridgely, Eddie Mars, Martha Vickers, Carmen Sternwood, Dorothy Malone, Acme Bookstore Proprietress, Peggy Knudsen, Mona Mars, Regis Toomey, Chief Inspector Bernie Ohls, Charles Waldron, General Sternwood, Charles D. Brown, Norris the Butler"
Brazil,1985,7.7,"Comedy, Science Fiction","Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.","Jonathan Pryce, Sam Lowry, Kim Greist, Jill Layton, Robert De Niro, Archibald 'Harry' Tuttle, Ian Holm, Mr. M. Kurtzmann, Bob Hoskins, Spoor, Katherine Helmond, Mrs. Ida Lowry, Michael Palin, Jack Lint, Ian Richardson, Mr. Warrenn, Peter Vaughan, Mr. Helpmann"
Gandhi,1982,7.5,"Drama, History","In the early years of the 20th century, Mohandas K. Gandhi, a British-trained lawyer, forsakes all worldly possessions to take up the cause of Indian independence. Faced with armed resistance from the British government, Gandhi adopts a policy of 'passive resistance', endeavouring to win freedom for his people without resorting to bloodshed.","Ben Kingsley, Mahatma Gandhi, Candice Bergen, Margaret Bourke-White, Edward Fox, General Dyer, John Gielgud, Lord Irwin, Trevor Howard, Judge Broomfield, John Mills, Lord Chelmsford, Martin Sheen, Vince Walker, Ian Charleson, Reverend Charlie Andrews, Athol Fugard, General Jan Christiaan Smuts"
Dogville,2004,7.8,"Crime, Drama, Thriller","A barren soundstage is stylishly utilized to create a minimalist small-town setting in which a mysterious woman named Grace hides from the criminals who pursue her. The town is two-faced and offers to harbor Grace as long as she can make it worth their effort, so Grace works hard under the employ of various townspeople to win their favor. Tensions flare, however, and Grace's status as a helpless outsider provokes vicious contempt and abuse from the citizens of Dogville.","Nicole Kidman, Grace Margaret Mulligan, Harriet Andersson, Gloria, Lauren Bacall, Ma Ginger, Jean-Marc Barr, Man with the big Hat, Paul Bettany, Tom Edison, Blair Brown, Mrs. Henson, James Caan, The Big Man, Patricia Clarkson, Vera, Jeremy Davies, Bill Henson"
The Grapes of Wrath,1940,7.8,Drama,"Tom Joad returns to his home after a jail sentence to find his family kicked out of their farm due to foreclosure. He catches up with them on his Uncle’s farm, and joins them the next day as they head for California and a new life... Hopefully.","Henry Fonda, Tom Joad, Jane Darwell, Ma Joad, John Carradine, Casy, Charley Grapewin, Grandpa Joad, Dorris Bowdon, Rosasharn, Russell Simpson, Pa Joad, O. Z. Whitehead, Al Joad, John Qualen, Muley Graves, Eddie Quillan, Connie Rivers"
The Trial of the Chicago 7,2020,7.7,"Drama, History",What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.,"Eddie Redmayne, Tom Hayden, Sacha Baron Cohen, Abbie Hoffman, Joseph Gordon-Levitt, Richard Schultz, Michael Keaton, Ramsey Clark, Frank Langella, Judge Julius Hoffman, John Carroll Lynch, David Dellinger, Mark Rylance, William Kunstler, Alex Sharp, Rennie Davis, Yahya Abdul-Mateen II, Bobby Seale"
Adaptation.,2002,7.4,"Comedy, Crime, Drama","Nicolas Cage is Charlie Kaufman, a confused L.A. screenwriter overwhelmed by feelings of inadequacy, sexual frustration, self-loathing, and by the screenwriting ambitions of his freeloading twin brother Donald. While struggling to adapt ""The Orchid Thief,"" by Susan Orlean, Kaufman's life spins from pathetic to bizarre. The lives of Kaufman, Orlean's book, become strangely intertwined as each one's search for passion collides with the others'.","Nicolas Cage, Charlie Kaufman / Donald Kaufman, Meryl Streep, Susan Orlean, Chris Cooper, John Laroche, Tilda Swinton, Valerie Thomas, Jay Tavare, Matthew Osceola, Litefoot, Russell, Roger Willie, Randy, Jim Beaver, Ranger Tony, Cara Seymour, Amelia Kavan"
True Grit,2011,7.3,"Drama, Adventure, Western","Following the murder of her father by a hired hand, a 14-year-old farm girl sets out to capture the killer. To aid her, she hires the toughest U.S. Marshal she can find—a man with 'true grit'—Reuben J. 'Rooster' Cogburn.","Jeff Bridges, Reuben J. ""Rooster"" Cogburn, Hailee Steinfeld, Mattie Ross, Matt Damon, LaBoeuf, Josh Brolin, Tom Chaney, Barry Pepper, ""Lucky"" Ned Pepper, Domhnall Gleeson, Moon (The Kid), Bruce Green, Harold Parmalee, Roy Lee Jones, Yarnell Poindexter, Paul Rae, Emmett Quincy"
The Man Who Shot Liberty Valance,1962,7.8,Western,"A senator, who became famous for killing a notorious outlaw, returns for the funeral of an old friend and tells the truth about his deed.","John Wayne, Tom Doniphon, James Stewart, Ransom Stoddard, Vera Miles, Hallie Stoddard, Lee Marvin, Liberty Valance, Edmond O'Brien, Dutton Peabody, Andy Devine, Marshal Link Appleyard, Ken Murray, Doc Willoughby, John Carradine, Maj. Cassius Starbuckle, Jeanette Nolan, Nora Ericson"
Mississippi Burning,1988,7.7,"Drama, Thriller, Crime, History, Mystery","Two FBI agents investigating the murder of civil rights workers during the 60s seek to breach the conspiracy of silence in a small Southern town where segregation divides black and white. The younger agent trained in FBI school runs up against the small town ways of his partner, a former sheriff.","Gene Hackman, Anderson, Willem Dafoe, Ward, Frances McDormand, Mrs. Pell, Brad Dourif, Deputy Pell, R. Lee Ermey, Mayor Tilman, Gailard Sartain, Sheriff Stuckey, Stephen Tobolowsky, Townley, Michael Rooker, Frank Bailey, Pruitt Taylor Vince, Lester Cowens"
Witness for the Prosecution,1957,8.2,"Drama, Mystery, Crime","When Leonard Vole is arrested for the sensational murder of a rich, middle-aged widow, the famous Sir Wilfrid Robarts agrees to appear on his behalf. Sir Wilfrid, recovering from a near-fatal heart attack, is supposed to be on a diet of bland, civil suits—but the lure of the criminal courts is too much for him, especially when the case is so difficult.","Charles Laughton, Sir Wilfrid Robarts, Tyrone Power, Leonard Vole, Marlene Dietrich, Christine Vole, Elsa Lanchester, Miss Plimsoll, John Williams, Brogan-Moore, Ian Wolfe, Carter, Torin Thatcher, Mr. Myers, Norma Varden, Emily Jane French, Henry Daniell, Mayhew"
Dazed and Confused,1994,7.3,Comedy,"The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge.","Jason London, Randall ""Pink"" Floyd, Joey Lauren Adams, Simone Kerr, Matthew McConaughey, David Wooderson, Rory Cochrane, Ron Slater, Milla Jovovich, Michelle Burroughs, Shawn Andrews, Kevin Pickford, Adam Goldberg, Mike Newhouse, Anthony Rapp, Tony Olson, Sasha Jenson, Don Dawson"
Judgment at Nuremberg,1985,8.0,"Drama, History, War","In 1947, four German judges who served on the bench during the Nazi regime face a military tribunal to answer charges of crimes against humanity. Chief Justice Haywood hears evidence and testimony not only from lead defendant Ernst Janning and his defense attorney Hans Rolfe, but also from the widow of a Nazi general, an idealistic U.S. Army captain and reluctant witness Irene Wallner.","Spencer Tracy, Dan Haywood, Burt Lancaster, Ernst Janning, Richard Widmark, Tad Lawson, Marlene Dietrich, Mrs. Bertholt, Maximilian Schell, Hans Rolfe, Judy Garland, Irene Hoffman Wallner, Montgomery Clift, Rudolph Petersen, William Shatner, Harrison Byers, Werner Klemperer, Emil Hahn"
25th Hour,2003,7.3,"Crime, Drama","In New York City in the days following the events of 9/11, Monty Brogan is a convicted drug dealer about to start a seven-year prison sentence, and his final hours of freedom are devoted to hanging out with his closest buddies and trying to prepare his girlfriend for his extended absence.","Edward Norton, Monty Brogan, Philip Seymour Hoffman, Jacob Elinsky, Barry Pepper, Frank Slaughtery, Rosario Dawson, Naturelle Riviera, Anna Paquin, Mary D'Annuzio, Brian Cox, James Brogan, Tony Siragusa, Kostya Novotny, Levan Uchaneishvili, Uncle Nikolai, Tony Devon, Agent Allen"
The Kid,2021,8.2,"Comedy, Drama",A tramp cares for a boy after he's abandoned as a newborn by his mother. Later the mother has a change of heart and aches to be reunited with her son.,"Charlie Chaplin, A Tramp, Jackie Coogan, The Kid, Edna Purviance, The Woman, Carl Miller, The Man, Albert Austin, Man in Shelter (uncredited), Charles Reisner, Bully (uncredited), Lita Grey, Flirtatious Angel (uncredited), Beulah Bains, Bride (uncredited), Nellie Bly Baker, Slum Nurse (uncredited)"
The Kid,2021,8.2,"Comedy, Drama",A tramp cares for a boy after he's abandoned as a newborn by his mother. Later the mother has a change of heart and aches to be reunited with her son.,"Charlie Chaplin, A Tramp, Jackie Coogan, The Kid, Edna Purviance, The Woman, Carl Miller, The Man, Albert Austin, Man in Shelter (uncredited), Charles Reisner, Bully (uncredited), Lita Grey, Flirtatious Angel (uncredited), Beulah Bains, Bride (uncredited), Nellie Bly Baker, Slum Nurse (uncredited)"
Letters from Iwo Jima,2007,7.5,"Action, Drama, War","The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.","Ken Watanabe, General Tadamichi Kuribayashi, Kazunari Ninomiya, Private Saigo, Tsuyoshi Ihara, Colonel Baron Nishi, Ryo Kase, Private Shimizu, Shidô Nakamura, Lieutenant Ito, Hiroshi Watanabe, Lieutenant Fujita, Takumi Bando, Captain Tanida, Yuki Matsuzaki, Private Nozaki, Takashi Yamaguchi, Kashiwara"
Pink Floyd: The Wall,1982,8.0,"Music, Drama",A troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,"Bob Geldof, Pink, Christine Hargreaves, Pink's Mother, James Laurenson, Pink's Father, Eleanor David, Pink's Wife, Kevin McKeon, Young Pink, Bob Hoskins, Rock and Roll Manager, David Bingham, Little Pink, Jenny Wright, American Groupie, Alex McAvoy, Teacher"
Midnight Cowboy,1969,7.5,Drama,"Joe Buck is a wide-eyed hustler from Texas hoping to score big with wealthy New York City women; he finds a companion in Enrico ""Ratso"" Rizzo, an ailing swindler with a bum leg and a quixotic fantasy of escaping to Florida.","Jon Voight, Joe Buck, Dustin Hoffman, Enrico ""Ratso"" Rizzo, Sylvia Miles, Cass, John McGiver, Mr. O'Daniel, Brenda Vaccaro, Shirley, Barnard Hughes, Towny, Ruth White, Sally Buck, Jennifer Salt, Annie, Gilman Rankin, Woodsy Niles"
21 Grams,2004,7.3,"Drama, Crime, Thriller","Paul Rivers, an ailing mathematician lovelessly married to an English émigré; Christina Peck, an upper-middle-class suburban housewife and mother of two girls; and Jack Jordan, a born-again ex-con, are brought together by a terrible accident that changes their lives.","Sean Penn, Paul Rivers, Benicio del Toro, Jack Jordan, Naomi Watts, Cristina Peck, Charlotte Gainsbourg, Mary Rivers, Melissa Leo, Marianne Jordan, Eddie Marsan, Reverend John, Clea DuVall, Claudia, Danny Huston, Michael Peck, Paul Calderon, Brown"
Gone Baby Gone,2007,7.3,"Crime, Drama, Mystery","When 4 year old Amanda McCready disappears from her home and the police make little headway in solving the case, the girl's aunt, Beatrice McCready hires two private detectives, Patrick Kenzie and Angie Gennaro. The detectives freely admit that they have little experience with this type of case, but the family wants them for two reasons—they're not cops and they know the tough neighborhood in which they all live.","Casey Affleck, Patrick Kenzie, Michelle Monaghan, Angie Gennaro, Morgan Freeman, Jack Doyle, Ed Harris, Sgt. Det. Remy Bressant, John Ashton, Det. Nick Poole, Amy Ryan, Helene McCready, Amy Madigan, Bea McCready, Titus Welliver, Lionel McCready, Michael Kenneth Williams, Devin"
Magnolia,1999,7.7,Drama,"An epic mosaic of many interrelated characters in search of happiness, forgiveness, and meaning in the San Fernando Valley.","Jeremy Blackman, Stanley Spector, Tom Cruise, Frank T.J. Mackey, Melinda Dillon, Rose Gator, Philip Baker Hall, Jimmy Gator, Philip Seymour Hoffman, Phil Parma, Ricky Jay, Burt Ramsey / Narrator, William H. Macy, Donnie Smith, Alfred Molina, Solomon Solomon, Julianne Moore, Linda Partridge"
Glengarry Glen Ross,1993,7.4,"Crime, Drama, Mystery","When an office full of Chicago real estate salesmen is given the news that all but the top two will be fired at the end of the week, the atmosphere begins to heat up. Shelley Levene, who has a sick daughter, does everything in his power to get better leads from his boss, John Williamson, but to no avail. When his coworker Dave Moss comes up with a plan to steal the leads, things get complicated for the tough-talking salesmen.","Al Pacino, Ricky Roma, Jack Lemmon, Shelley Levene, Alec Baldwin, Blake, Alan Arkin, George Aaronow, Ed Harris, Dave Moss, Kevin Spacey, John Williamson, Jonathan Pryce, James Lingk, Bruce Altman, Larry Spannel, Jude Ciccolella, Detective"
A Little Princess,1995,7.6,"Drama, Family, Fantasy","When her father enlists to fight for the British in WWI, young Sara Crewe goes to New York to attend the same boarding school her late mother attended. She soon clashes with the severe headmistress, Miss Minchin, who attempts to stifle Sara's creativity and sense of self- worth.","Liesel Matthews, Sara Crewe, Eleanor Bron, Miss Minchin, Liam Cunningham, Capt. Crewe / Prince Rama, Rusty Schwimmer, Amelia Minchin, Vanessa Lee Chester, Becky, Rachael Bella, Betsy, Camilla Belle, Jane, Kelsey Mulrooney, Lottie, Lauren Blumenfeld, Rosemary"
K.G.F: Chapter 1,2018,7.5,"Action, Crime, Drama","A period drama set in the 1970s, KGF follows the story of a fierce rebel who rises against the brutal oppression in Kolar Gold Fields and becomes the symbol of hope to legions of downtrodden people.","Yash, Raja Krishnappa Bairya 'Rocky', Srinidhi Shetty, Reena, Achyuth Kumar, Guru Pandyan, Malavika Avinash, Deepa Hegde, Anant Nag, Anand Ingalagi, Vasishta N. Simha, Kamal, Neenasam Ashwath, Kulkarni, Archana Jois, Shanthamma, Ayyappa P. Sharma, Vanaram"
Little Women,1994,7.3,"Drama, Romance","With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.","Winona Ryder, Jo March, Gabriel Byrne, Friedrich Bhaer, Trini Alvarado, Meg March, Samantha Mathis, Older Amy March, Kirsten Dunst, Younger Amy March, Claire Danes, Beth March, Christian Bale, Laurie, Eric Stoltz, John Brooke, John Neville, Mr. Laurence"
Little Women,1994,7.3,"Drama, Romance","With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.","Winona Ryder, Jo March, Gabriel Byrne, Friedrich Bhaer, Trini Alvarado, Meg March, Samantha Mathis, Older Amy March, Kirsten Dunst, Younger Amy March, Claire Danes, Beth March, Christian Bale, Laurie, Eric Stoltz, John Brooke, John Neville, Mr. Laurence"
Blood Simple,1985,7.3,"Crime, Drama, Thriller","The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered.","John Getz, Ray, Frances McDormand, Abby, Dan Hedaya, Julian Marty, Samm-Art Williams, Meurice, M. Emmet Walsh, Loren Visser, Deborah Neumann, Debra, Raquel Gavia, Landlady, Van Brooks, Man from Lubbock, Señor Marco, Mr. Garcia"
Network,1976,7.9,Drama,"When veteran anchorman Howard Beale is forced to retire his 25-year post because of his age, he announces to viewers that he will kill himself during his farewell broadcast. Network executives rethink their decision when his fanatical tirade results in a spike in ratings.","Peter Finch, Howard Beale, Faye Dunaway, Diana Christensen, William Holden, Max Schumacher, Robert Duvall, Frank Hackett, Beatrice Straight, Louise Schumacher, Wesley Addy, Nelson Chaney, Ned Beatty, Arthur Jensen, Arthur Burghardt, Great Ahmed Kahn, Bill Burrows, TV Director"
Persepolis,2007,7.9,"Animation, Drama","In 1970s Iran, Marjane 'Marji' Statrapi watches events through her young eyes and her idealistic family of a long dream being fulfilled of the hated Shah's defeat in the Iranian Revolution of 1979. However as Marji grows up, she witnesses first hand how the new Iran, now ruled by Islamic fundamentalists, has become a repressive tyranny on its own.","Chiara Mastroianni, Marjane (voice), Danielle Darrieux, Marjane's Grandmother (voice), Catherine Deneuve, Marjane's Mother (voice), Simon Abkarian, Marjane's Father (voice), Gabrielle Lopes Benites, Young Marjane (voice), François Jerosme, Uncle Anouche (voice), Tilly Mandelbrot, Lali (voice), Sophie Arthuys, Walla (voice), Arié Elmaleh, Walla (voice)"
Cat on a Hot Tin Roof,1958,7.7,"Drama, Romance","An alcoholic ex-football player drinks his days away, having failed to come to terms with his sexuality and his real feelings for his football buddy who died after an ambiguous accident. His wife is crucified by her desperation to make him desire her: but he resists the affections of his wife. His reunion with his father—who is dying of cancer—jogs a host of memories and revelations for both father and son.","Elizabeth Taylor, Maggie, Paul Newman, Brick, Burl Ives, Harvey 'Big Daddy' Pollitt, Judith Anderson, Big Momma, Jack Carson, Gooper, Madeleine Sherwood, Mae, Vaughn Taylor, Deacon Davis, Larry Gates, Dr. Baugh, Brian Corcoran, Boy"
Knockin' on Heaven's Door,1997,7.6,"Comedy, Crime","Two young men, Martin and Rudi, both suffering from terminal cancer, get to know each other in a hospital room. They drown their desperation in tequila and decide to take one last trip to the sea. Drunk and still in pajamas they steal the first fancy car they find, a 60's Mercedes convertible. The car happens to belong to a bunch of gangsters, which immediately start to chase it, since it contains more than the pistol Martin finds in the glove box.","Til Schweiger, Martin Brest, Jan Josef Liefers, Rudi Wurlitzer, Thierry van Werveke, Henk, Moritz Bleibtreu, Abdul, Huub Stapel, Frankie 'Boy' Beluga, Leonard Lansink, Kommissar Schneider, Ralph Herforth, Kellner, Cornelia Froboess, Martins Mutter, Rutger Hauer, Curtiz"
Loving Vincent,2017,8.0,"Animation, Drama, Mystery, History",A young man arrives at the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.,"Douglas Booth, Armand Roulin, Eleanor Tomlinson, Adeline Ravoux, Robert Gulaczyk, Vincent van Gogh, Helen McCrory, Louise Chevalier, Saoirse Ronan, Marguerite Gachet, Chris O'Dowd, Postman Joseph Roulin, John Sessions, Pere Tanguy, Jerome Flynn, Paul Gachet, Aidan Turner, Boatman"
